Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Oxidative phosphorylation	33/133	6.96221073072752e-22	1.80321257925843e-19	11.7661439114391	573.203878955175	NDUFB11;UQCR10;UQCR11;NDUFV2;COX8A;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;ATP6V1F;ATP5F1E;COX6C;NDUFS8;NDUFS6;NDUFS5;COX7C;COX7B;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;ATP5MG;ATP5MF;ATP6V1G1;ATP6V0E1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;NDUFA12	1	KEGG_2021_Human
Parkinson disease	42/249	1.35019365001175e-20	1.74850077676522e-18	7.3157680071784	334.707022235297	PSMC5;BAX;CALM3;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;COX8A;XBP1;TXN;ATP5F1E;COX6C;COX7C;COX7B;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;NDUFB11;PARK7;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;UBA52	2	KEGG_2021_Human
Diabetic cardiomyopathy	38/203	2.25259032171494e-20	1.94473631108056e-18	8.26003047232098	373.68064844374	UQCR10;UQCR11;COX8A;PDK3;ATP5F1E;COX6C;COX7C;COX7B;COX6B1;NDUFA12;RAC2;TGFB1;G6PD;PPP1CA;NDUFB11;NDUFV2;CYBA;UQCRB;NCF4;ATP5MC3;COX7A2;ATP5MC2;UQCRH;MPC2;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;PIK3R3;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;GAPDH	3	KEGG_2021_Human
Non-alcoholic fatty liver disease	32/155	1.12646263219654e-18	7.29384554347257e-17	9.24798993846292	382.195835911237	TGFB1;BAX;NDUFB11;UQCR10;TNF;UQCR11;NDUFV2;COX8A;XBP1;UQCRB;FASLG;COX7A2;UQCRH;COX6C;TNFRSF1A;NDUFS8;NDUFS6;NDUFS5;COX7C;COX7B;NDUFB7;NDUFB4;NDUFB3;NDUFB2;PIK3R3;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;NDUFA12	4	KEGG_2021_Human
Prion disease	41/273	3.12617722013914e-18	1.61935980003207e-16	6.35180969908304	256.020619805688	PSMC5;BAX;UQCR10;UQCR11;CREB3L2;COX8A;ATP5F1E;COX6C;COX7C;COX7B;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;RAC2;NDUFB11;TNF;NDUFV2;CYBA;SEM1;UQCRB;NCF4;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;PIK3R3;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;CCL5	5	KEGG_2021_Human
Huntington disease	40/306	1.10863197060045e-15	4.78559467309194e-14	5.38514510575504	185.440969899434	PSMC5;BAX;UQCR10;UQCR11;CREB3L2;AP2S1;COX8A;ATP5F1E;COX6C;COX7C;COX7B;CLTB;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;NDUFB11;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;DCTN3;POLR2F;POLR2G	6	KEGG_2021_Human
Thermogenesis	34/232	5.32250404832439e-15	1.94523515603631e-13	6.10278384585224	200.579174546147	UQCR10;UQCR11;ACTB;CREB3L2;COX8A;ATP5F1E;COX6C;COX7C;COX7B;ATP5MG;ATP5MF;COX6B1;NDUFA12;NDUFB11;NDUFV2;RHEB;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;COA3;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1	7	KEGG_2021_Human
Alzheimer disease	43/369	6.00844835841332e-15	1.94523515603631e-13	4.73532566077771	155.061126630512	PSMC5;CALM3;CALM1;UQCR10;UQCR11;COX8A;XBP1;ATP5F1E;COX6C;COX7C;COX7B;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;NDUFB11;CSF1;TNF;CAPN2;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;TNFRSF1A;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;PIK3R3;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;GAPDH;HSD17B10	8	KEGG_2021_Human
Pathways of neurodegeneration	49/475	9.1867230911033e-15	2.64373475621751e-13	4.15462164622717	134.281597252876	PSMC5;BAX;GABARAPL2;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;CSF1;PARK7;TNF;UQCRB;FASLG;UQCRH;TNFRSF1A;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;UBA52;HSD17B10;CALM3;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;COX8A;XBP1;ATP5F1E;COX6C;COX7C;COX7B;NDUFB11;CAPN2;NDUFV2;SEM1;ATP5MC3;COX7A2;ATP5MC2;NDUFS8;NDUFS6;NDUFS5;DCTN3	9	KEGG_2021_Human
Amyotrophic lateral sclerosis	42/364	1.7748998659738e-14	4.59699065287213e-13	4.6748511297822	148.01722750457	PSMC5;BAX;PFN1;UQCR10;UQCR11;ACTB;COX8A;GABARAPL2;XBP1;ATP5F1E;COX6C;COX7C;COX7B;COX6B1;NDUFA12;PSMB3;PSMB1;PSMB2;NDUFB11;TNF;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;TNFRSF1A;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;COX4I1;CASP1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;DCTN3	10	KEGG_2021_Human
Human cytomegalovirus infection	25/225	8.39877674713436e-09	1.97753016137073e-07	4.36931818181818	81.2482570503172	BAX;CALM3;CALM1;GNG2;GNG5;CREB3L2;B2M;CCR1;RHOA;GNGT2;CCR5;CDKN2A;CDKN1A;PTGER2;RAC2;TNF;RHEB;CCL4L2;FASLG;TNFRSF1A;CCL3L1;PIK3R3;CCL5;CCL4;CCL3	11	KEGG_2021_Human
Human immunodeficiency virus 1 infection	22/212	2.2144484005244e-07	4.77951779779849e-06	4.02750547254211	61.7138381250575	BAX;CALM3;CALM1;RNF7;GNG2;GNG5;B2M;APOBEC3G;APOBEC3H;APOBEC3C;BST2;CD3E;CD3D;GNGT2;CCR5;ELOB;RAC2;TNF;CFL1;FASLG;TNFRSF1A;PIK3R3	12	KEGG_2021_Human
Proteasome	10/46	5.72534003002184e-07	1.14066389828897e-05	9.53244837758112	137.011727055748	PSMB9;SEM1;PSMC5;PSME2;POMP;PSMB10;PSMB8;PSMB3;PSMB1;PSMB2	13	KEGG_2021_Human
Cardiac muscle contraction	13/87	1.16842173715325e-06	2.16158021373352e-05	6.04893238434164	82.6275493306609	TPM4;COX6C;COX7C;COX7B;UQCR10;UQCR11;ATP1A1;COX4I1;COX8A;COX6B1;UQCRB;COX7A2;UQCRH	14	KEGG_2021_Human
Retrograde endocannabinoid signaling	17/148	1.28503569860065e-06	2.21882830625045e-05	4.48709951024652	60.8662666817268	NDUFB11;GNG2;GNG5;NDUFV2;NDUFS8;NDUFS6;NDUFS5;NDUFB7;NDUFB4;NDUFB3;NDUFB2;GNGT2;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFA12	15	KEGG_2021_Human
Salmonella infection	22/249	3.37166477763861e-06	5.4578823588025e-05	3.36455536879337	42.3937473461592	BAX;PFN1;ARPC5L;MYL12B;ACTB;S100A10;MYL12A;TXN;RHOA;ANXA2;DYNLL1;TNF;PYCARD;FLNA;ARPC3;TNFRSF1A;BRK1;CASP4;CASP1;GAPDH;DCTN3;NCKAP1	16	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	15/131	5.58828676417521e-06	8.51391924659635e-05	4.45866687192118	53.9268526202583	KLRD1;TNF;SH2D1A;PRF1;FASLG;KLRC1;NCR3;HCST;PIK3R3;IFNGR1;GZMB;KIR3DL2;LCK;ITGB2;RAC2	17	KEGG_2021_Human
Pathogenic Escherichia coli infection	18/197	1.64314313233007e-05	0.000236430039596382	3.47459956069526	38.2772815682466	BAX;ARPC5L;ACTB;RHOA;HCLS1;TNF;PYCARD;SLC9A3R1;ARPC3;FASLG;TNFRSF1A;BRK1;CASP4;CASP1;MYO1F;GAPDH;WIPF1;NCKAP1	18	KEGG_2021_Human
Viral protein interaction with cytokine and cytokine receptor	12/100	2.98685633447663e-05	0.000406178002299896	4.68359438075246	48.79698362069	CSF1;TNF;CCL4L2;IL18RAP;CCR2;CCR1;TNFRSF1A;CCL3L1;CCR5;CCL5;CCL4;CCL3	19	KEGG_2021_Human
Shigellosis	20/246	3.13650967026947e-05	0.000406178002299896	3.06130909670733	31.745208541517	BAX;PFN1;ARPC5L;MYL12B;ACTB;GABARAPL2;MYL12A;RHOA;HCLS1;UBE2D3;TNF;PYCARD;CAPN2;ARPC3;TNFRSF1A;PIK3R3;CASP4;CASP1;UBA52;CCL5	20	KEGG_2021_Human
Yersinia infection	14/137	4.15609363102723e-05	0.000493506332403758	3.9161775574975	39.5077693251386	SKAP2;ARPC5L;TNF;ACTB;PYCARD;ARPC3;CD8B;CD8A;RHOA;PIK3R3;CASP1;LCK;WIPF1;RAC2	21	KEGG_2021_Human
Chemokine signaling pathway	17/192	4.19194568064969e-05	0.000493506332403758	3.35125448028674	33.7798424550627	GNG2;GNG5;CCL4L2;CCR2;CCR1;RHOA;CCL3L1;PIK3R3;GNGT2;RAP1B;CCR5;CXCR6;ARRB2;CCL5;CCL4;CCL3;RAC2	22	KEGG_2021_Human
Cytokine-cytokine receptor interaction	22/295	4.79680697395515e-05	0.000540162176632341	2.79093058839894	27.7557348785965	IL17RE;IL23R;CCR2;CCR1;CCR5;IL32;IFNGR1;CXCR6;TGFB1;CD70;CSF1;TNF;IL12RB1;CCL4L2;FASLG;IL18RAP;TNFRSF1A;CCL3L1;LTB;CCL5;CCL4;CCL3	23	KEGG_2021_Human
Lipid and atherosclerosis	18/215	5.27177562032614e-05	0.000568912452360196	3.15417072970682	31.0703424381683	BAX;CALM3;CALM1;XBP1;RHOA;VLDLR;RAP1B;TNF;PYCARD;CYBA;NCF4;FASLG;TNFRSF1A;CCL3L1;PIK3R3;CASP1;CCL5;CCL3	24	KEGG_2021_Human
Rheumatoid arthritis	11/93	7.28427112974384e-05	0.000754650489041462	4.60069624632417	43.8317904569096	TGFB1;CCL3L1;CSF1;TNF;ATP6V1G1;ATP6V0E1;LTB;ITGB2;CCL5;CCL3;ATP6V1F	25	KEGG_2021_Human
Primary immunodeficiency	7/38	9.10148482406135e-05	0.000906647911319958	7.71001817355747	71.737770783663	LCK;CD8B;CD8A;ORAI1;ADA;CD3E;CD3D	26	KEGG_2021_Human
Inflammatory bowel disease	9/65	9.60128495570667e-05	0.000921012149454825	5.49977915194346	50.878613820783	TGFB1;TNF;TBX21;IL12RB1;IFNGR1;IL23R;RORC;RORA;IL18RAP	27	KEGG_2021_Human
Leukocyte transendothelial migration	12/114	0.00010915344840461	0.00100966939774265	4.03782258907115	36.8360697757483	MYL12B;ACTB;CYBA;MYL12A;NCF4;TXK;CD99;RHOA;PIK3R3;RAP1B;ITGB2;RAC2	28	KEGG_2021_Human
Chagas disease	11/102	0.000168743968497012	0.00150705820140435	4.14375340971086	35.9973161508001	TGFB1;TNF;FASLG;TNFRSF1A;CCL3L1;PIK3R3;CD3E;CD3D;IFNGR1;CCL5;CCL3	29	KEGG_2021_Human
