Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Protein processing in endoplasmic reticulum	39/171	1.13940158673909e-23	2.99662617312379e-21	10.2605241605242	542.052758258022	DNAJB11;ERP29;ATF6B;RRBP1;HSP90B1;PDIA4;PDIA3;EDEM3;PDIA6;DDOST;STT3B;HYOU1;STT3A;ATF6;VCP;HSPH1;HSP90AA1;HSPA5;DNAJC3;CALR;TRAM1;RPN1;SEL1L;RPN2;SSR1;SSR2;MBTPS2;BCAP31;CANX;P4HB;HSP90AB1;PRKCSH;DERL1;LMAN1;LMAN2;GANAB;OS9;SEC61A1;UGGT1	1	KEGG_2021_Human
Cell adhesion molecules	28/148	4.12859623298162e-15	5.42910404637083e-13	7.95064782096584	263.332125953845	CD2;CD4;CD80;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;SELL;HLA-DRB1;ICAM2;ITGA4;PTPRF;PTPRC;HLA-DRA;CD28;GLG1;SPN;CTLA4;ICOS;CD40LG;ITGB2;ITGB1;SELPLG;ITGAL;HLA-DPA1;ITGB7;CD58	2	KEGG_2021_Human
Antigen processing and presentation	21/78	6.73198976085681e-15	5.90171102368447e-13	12.4408009552678	405.967042852712	CTSB;CD74;HSP90AA1;HSPA5;TAP1;TAPBP;CD4;HLA-DRA;CALR;CTSS;CTSL;PDIA3;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;CANX;HLA-DRB1;HSP90AB1;HLA-DPA1	3	KEGG_2021_Human
Phagosome	24/152	2.20112121490368e-11	1.44723719879917e-09	6.34144736842105	155.615752059	TAP1;LAMP2;LAMP1;HLA-DRB5;HLA-C;M6PR;HLA-A;CYBA;HLA-B;HLA-E;HLA-DRB1;TFRC;ITGA2;HLA-DRA;CALR;CTSS;CTSL;CANX;DYNC1H1;ITGB2;ITGB1;TCIRG1;SEC61A1;HLA-DPA1	4	KEGG_2021_Human
Viral myocarditis	15/60	1.60230152640475e-10	8.30326263862372e-09	11.1462291306851	251.39662043294	HLA-DRA;CD28;CD80;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;EIF4G1;CD40LG;HLA-DRB1;ITGB2;ITGAL;HLA-DPA1;CD55	5	KEGG_2021_Human
Lysosome	21/128	1.89428044987613e-10	8.30326263862372e-09	6.61021676371287	147.983001174604	CD164;GLA;LAMP2;LAMP1;M6PR;PPT1;CTSB;CTSA;AP3B1;NPC1;CLTC;CTSS;PSAP;CTSL;CTSH;CTSC;LAPTM5;GBA;HEXB;TCIRG1;GUSB	6	KEGG_2021_Human
Type I diabetes mellitus	12/43	2.79004659708898e-09	1.04826036433486e-07	12.8865979381443	253.82999406942	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRA;CD28;LTA;HLA-DRB1;CD80;HSPD1;HLA-DPA1	7	KEGG_2021_Human
Allograft rejection	11/38	8.40072810964642e-09	2.76173936604626e-07	13.5422781271838	251.81795019779	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRA;CD28;CD40LG;HLA-DRB1;CD80;HLA-DPA1	8	KEGG_2021_Human
Autoimmune thyroid disease	12/53	3.70002854978068e-08	1.08123056510258e-06	9.73849635403571	166.648462726331	HLA-DRA;CD28;CD80;CTLA4;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;CD40LG;HLA-DRB1;HLA-DPA1	9	KEGG_2021_Human
Hematopoietic cell lineage	15/99	2.22770281926967e-07	5.85885841467922e-06	5.95916604983962	91.2772896264006	CD2;CD5;CD4;HLA-DRB5;HLA-DRB1;TFRC;ITGA4;ITGA2;HLA-DRA;FCER2;CD38;IL2RA;CD44;HLA-DPA1;CD55	10	KEGG_2021_Human
Graft-versus-host disease	10/42	3.09201936224388e-07	7.39273720245583e-06	10.3670804794521	155.394981462175	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRA;CD28;HLA-DRB1;CD80;HLA-DPA1	11	KEGG_2021_Human
Fatty acid elongation	8/27	7.78424581058417e-07	1.7060472068197e-05	13.9299443147117	195.938509356809	ELOVL1;ELOVL5;HADHA;TECR;PPT1;HACD2;HSD17B12;HACD3	12	KEGG_2021_Human
Intestinal immune network for IgA production	10/48	1.17075901844478e-06	2.36853555269983e-05	8.72746935832732	119.198539689503	HLA-DRB5;ITGA4;HLA-DRA;CD28;CD40LG;HLA-DRB1;CD80;HLA-DPA1;ITGB7;ICOS	13	KEGG_2021_Human
N-Glycan biosynthesis	10/50	1.74305345728395e-06	3.27445042332627e-05	8.2902397260274	109.927518629493	DPAGT1;RPN1;RPN2;FUT8;ALG8;DDOST;STT3B;STT3A;GANAB;MAN2A1	14	KEGG_2021_Human
Th17 cell differentiation	14/107	3.42128773463066e-06	5.99865782805242e-05	5.01264367816092	63.086594665736	CD4;IL6ST;IL1RAP;HLA-DRB5;HLA-DRB1;HSP90AA1;HLA-DRA;CD247;LAT;IL2RA;IL2RB;IL22;HSP90AB1;HLA-DPA1	15	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	20/219	9.17124681956771e-06	0.000150752369596644	3.36298215817765	39.008700730877	CD4;TLN1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRB1;CALR;CANX;HLA-DPA1;BUB1B;ATF6B;CCND2;HLA-DRA;IL2RA;IL2RB;LTA;ITGB2;ITGAL	16	KEGG_2021_Human
Epstein-Barr virus infection	19/202	1.0028683764669e-05	0.000155149637065173	3.47100974103112	39.9515345257843	PSMD1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRB1;CALR;FCER2;CD44;HLA-DPA1;CD58;TAP1;CCND2;PDIA3;TAPBP;HLA-DRA;CD247;ITGAL	17	KEGG_2021_Human
Various types of N-glycan biosynthesis	8/39	1.57528144715122e-05	0.000230166122555984	8.53242320819113	94.3557296250258	DDOST;STT3B;STT3A;RPN1;HEXB;RPN2;FUT8;MAN2A1	18	KEGG_2021_Human
