Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Parkinson disease	105/249	3.34548663609005e-40	1.00699147746311e-37	6.77175564236111	615.524089330275	TRAP1;PSMC4;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;CALM2;CALM3;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;PSMD7;PSMD8;PSMD4;SNCA;COX8A;XBP1;TXN;UBE2J2;TUBB;ATP5F1D;ATP5F1E;COX6C;UBE2G1;COX7C;COX7B;UCHL1;ATP5PF;ATP5PD;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;COX5B;GNAI2;PSMB7;ATP5F1B;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB1;PSMB2;SDHB;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;PARK7;COX6A1;GNAL;SEM1;TXN2;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;UBB;CYC1;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFB9;PSMD13;SLC25A4;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;CASP3;NDUFA8;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;UQCRHL;VDAC3;VDAC2;VDAC1;UBA52;SLC25A5	1	KEGG_2021_Human
Huntington disease	110/306	2.06746037279196e-34	3.1115278610519e-32	5.21044919273192	404.130631156429	PSMC4;PSMC2;PSMC3;TBPL1;BAX;PSMC1;UQCRC1;TFAM;UQCR10;UQCR11;PSMD7;PSMD8;CREB3L2;PSMD4;AP2S1;COX8A;TUBB;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;CLTB;ACTR1A;ATP5PF;ATP5PD;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;COX5B;PSMB7;ATP5F1B;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB1;PSMB2;SDHB;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;SLC1A3;COX6A1;TRAF2;SEM1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;TGM2;CYC1;AP2M1;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFB9;PSMD13;SLC25A4;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;CASP3;NDUFA8;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;SOD1;UQCRHL;VDAC3;VDAC2;VDAC1;SLC25A5;DCTN3;HDAC2;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L	2	KEGG_2021_Human
Prion disease	96/273	2.70659303573761e-29	2.7156150125234e-27	5.00422630501445	329.174388464567	PSMC4;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;UQCR10;UQCR11;PSMD7;PSMD8;CREB3L2;PSMD4;COX8A;TUBB;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;ATP5PF;ATP5PD;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;COX5B;PSMB7;ATP5F1B;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB1;PSMB2;RAC1;RAC2;SDHB;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;COX6A1;SEM1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;HSPA6;HSPA8;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFB9;PSMD13;SLC25A4;PSMD12;NDUFB7;NCAM1;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;CASP3;NDUFA8;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;SOD1;UQCRHL;VDAC3;VDAC2;VDAC1;SLC25A5;PIK3CD;CCL5	3	KEGG_2021_Human
Spliceosome	66/150	5.2486695958369e-27	3.94962387086727e-25	7.17570918106906	434.215242979319	ALYREF;CWC15;WBP11;HNRNPM;PHF5A;SNRPA;SRSF3;HNRNPC;SNRNP27;SNRPF;PPIH;SNRPG;SRSF7;SNRPE;SNRPB;SRSF9;SNRPC;SF3B5;SF3B6;SF3B4;SRSF1;SRSF2;MAGOH;SNRPD3;SNRPD2;SNRPD1;SF3B2;TXNL4A;PRPF38A;BUD31;LSM2;LSM6;LSM5;LSM4;LSM3;LSM8;SNW1;LSM7;TCERG1;SNRNP70;CCDC12;RBM17;HSPA6;HSPA8;MAGOHB;PRPF19;USP39;DDX46;RBM8A;SNU13;BCAS2;SF3A2;SF3A3;SNRNP40;PRPF31;RP9;SNRPA1;RBMX;EIF4A3;DDX23;U2AF2;PUF60;TRA2B;SNRPB2;HNRNPA3;HNRNPA1	4	KEGG_2021_Human
Amyotrophic lateral sclerosis	106/364	1.54300057181441e-24	9.28886344232276e-23	3.79316181312134	207.972664241478	PSMC4;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;PFN1;UQCR10;UQCR11;ACTB;PSMD7;PSMD8;PSMD4;COX8A;GABARAPL2;XBP1;GABARAP;SEC13;TUBB;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;ACTR1A;ATP5PF;ATP5PD;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;HNRNPA2B1;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;COX5B;PSMB7;ATP5F1B;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB1;PSMB2;RAB8A;RAC1;BID;ALYREF;SDHB;TUBA4A;UQCRQ;SRSF3;SRSF7;NDUFB11;NDUFB10;COX6A1;TRAF2;SEM1;ACTG1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFB9;PSMD13;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;CASP3;CASP1;NDUFA8;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;SOD1;UQCRHL;NUP35;VDAC1;NUP37;NXT1;DCTN3;HNRNPA3;HNRNPA1	5	KEGG_2021_Human
Thermogenesis	80/232	5.61606720453565e-24	2.81739371427538e-22	4.82289270734677	258.200364253441	UQCRC1;SMARCB1;UQCR10;UQCR11;ACTB;CREB3L2;COX8A;ACTL6A;NDUFAF8;NDUFAF3;NDUFAF4;MLST8;DPF3;SIRT6;ATP5F1D;ATP5F1E;COX6C;MGLL;ATP5ME;COX7C;COX7B;ATP5MG;ATP5MF;ATP5PF;ATP5PD;COX6B1;NDUFAB1;COX5A;NDUFA12;COX5B;ATP5F1B;ATP5F1C;SDHB;UQCRQ;COX20;NDUFB11;NDUFB10;COX6A1;NRAS;RHEB;COX17;COX16;ACTG1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;COA5;COA4;COA3;COA1;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFB9;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;COA6;SMARCC1;NDUFA8;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;ARID1A;UQCRHL;RPS6KB2;KRAS	6	KEGG_2021_Human
Cell cycle	56/124	8.30520253276709e-24	3.57123708908985e-22	7.48955874884235	398.033798802373	RBX1;CDC20;BUB1B;MAD2L1;MAD2L2;PCNA;CCND3;CCND2;CHEK1;CDC27;E2F1;PTTG1;E2F4;PLK1;GADD45B;CCNA2;TFDP1;TFDP2;PKMYT1;ANAPC11;SMC3;CCNB2;CCNB1;SKP1;SKP2;CDC7;CDC6;SMC1A;RBL1;CDK6;CDK4;CDK2;MCM4;CDK1;MCM5;MCM6;MCM7;MCM2;MCM3;YWHAE;YWHAB;ORC6;RAD21;ORC1;YWHAQ;YWHAH;CDKN2C;CDKN2A;YWHAZ;DBF4;CCNE2;CDKN1A;HDAC2;CDC45;BUB3;BUB1	7	KEGG_2021_Human
DNA replication	29/36	4.90391585365037e-23	1.84509833993595e-21	37.2940166046378	1915.77211802827	RFC4;RFC5;RFC2;LIG1;RFC3;RPA2;RPA3;RPA1;RNASEH1;POLA1;POLA2;POLE3;POLE4;MCM4;MCM5;MCM6;SSBP1;MCM7;RNASEH2A;MCM2;MCM3;PCNA;FEN1;RNASEH2C;RNASEH2B;PRIM2;PRIM1;POLD2;POLD3	8	KEGG_2021_Human
Alzheimer disease	103/369	2.52777812340725e-22	8.45401350161759e-21	3.56776501607818	177.423282184653	PSMC4;PSMC2;PSMC3;PSMC1;UQCRC1;CALM2;CALM3;CALM1;UQCR10;UQCR11;PSMD7;PSMD8;PSMD4;AKT1;SNCA;COX8A;XBP1;TUBB;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;FADD;ATP5PF;ATP5PD;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;COX5B;PSMB7;ATP5F1B;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB1;PSMB2;BID;SDHB;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;COX6A1;NRAS;TRAF2;SEM1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;EIF2AK2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFB9;PSMD13;SLC25A4;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;CASP7;UQCRFS1;CASP3;NAE1;NDUFA8;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;UQCRHL;VDAC3;VDAC2;KRAS;VDAC1;SLC25A5;GAPDH;PIK3CD;HSD17B10	9	KEGG_2021_Human
Oxidative phosphorylation	56/133	5.58850143443327e-22	1.68213893176441e-20	6.61083152500115	323.508715020678	SDHB;UQCRQ;UQCRC1;NDUFB11;NDUFB10;UQCR10;UQCR11;COX6A1;COX8A;COX17;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;ATP6V1F;CYC1;NDUFC1;ATP5F1D;ATP5F1E;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;ATP5ME;COX7C;NDUFB9;COX7B;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;ATP5MG;ATP5MF;ATP5PF;NDUFA8;ATP5PD;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;UQCRHL;NDUFAB1;COX5A;NDUFA12;COX5B;ATP5F1B;ATP5F1C	10	KEGG_2021_Human
