Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	67/158	2.09505255805103e-57	5.09097771606399e-55	24.236291913215	3163.02445090044	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;MRPS18A;RPSA;FAU;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL15;RPL14;RPS5;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS28;RPS21;RPS23;RPS25;RPL5;RPL6;RPL3;RPL30;RPL4;RPL32;RPL34;RPL9;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;MRPL24;RPL37A;MRPS14;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	70/232	4.97443348707173e-48	6.04393668679215e-46	14.2444105044334	1551.49795825621	RPL22;RPL21;RPL24;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL15;RPL14;RPL19;RPL18;RPL41;RPS27;RPS28;RPS21;RPS23;RPS25;RPL5;RPL6;RPL3;RPL30;RPL4;RPL32;RPL34;RPL9;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;PLCG2;RPS12;RPS11;RPS14;RPS13;TLR7;RPS15A;RPS27A;SYK;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;CXCL10;FAU;RELA;RPS5;RPS2;RPS3;CYBB;RPL13A;RPS3A;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	23/78	2.78719362393232e-16	2.25762683538518e-14	12.8266801560919	459.404561404023	CD74;HLA-DQB1;HLA-DRA;CTSS;B2M;HLA-DOB;CIITA;HLA-DQA2;HLA-DOA;HLA-DQA1;HLA-DRB5;NFYC;HLA-A;HLA-B;HLA-E;LGMN;HLA-DPB1;PSME1;HLA-DRB1;IFI30;HLA-DMB;HLA-DPA1;HLA-DMA	3	KEGG_2021_Human
Intestinal immune network for IgA production	18/48	4.02639188034879e-15	2.44603306731189e-13	18.2820189274448	605.974076015228	AICDA;HLA-DRB5;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;CD40;TNFRSF13C;TNFRSF13B;PIGR;HLA-DMB;HLA-DPA1;TNFRSF17;HLA-DOB;HLA-DMA;HLA-DQA2;HLA-DOA;HLA-DQA1	4	KEGG_2021_Human
Allograft rejection	16/38	1.54981761424304e-14	7.53211360522115e-13	22.0994854202401	702.720631784662	HLA-DRB5;HLA-A;HLA-B;HLA-E;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;CD40;HLA-DMB;HLA-DPA1;HLA-DOB;HLA-DMA;HLA-DQA2;HLA-DOA;HLA-DQA1	5	KEGG_2021_Human
B cell receptor signaling pathway	20/81	1.00586757622806e-12	4.07376368372365e-11	10.0057065781282	276.409352063667	LYN;CD72;LILRB1;VAV2;FCGR2B;PTPN6;CD22;RELA;BLNK;SYK;BTK;GRB2;PIK3AP1;RASGRP3;LILRA4;DAPP1;CD79B;CD79A;CD19;PLCG2	6	KEGG_2021_Human
Graft-versus-host disease	15/42	1.8573977187303e-12	6.44782350930661e-11	16.8506889935461	455.168193908273	HLA-DRB5;HLA-A;HLA-B;HLA-E;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;HLA-DMB;HLA-DPA1;HLA-DOB;HLA-DMA;HLA-DQA2;HLA-DOA;HLA-DQA1	7	KEGG_2021_Human
Type I diabetes mellitus	15/43	2.76737909690298e-12	8.40591400684281e-11	16.2480376766091	432.410983244418	HLA-DRB5;HLA-A;HLA-B;HLA-E;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;HLA-DMB;HLA-DPA1;HLA-DOB;HLA-DMA;HLA-DQA2;HLA-DOA;HLA-DQA1	8	KEGG_2021_Human
Leishmaniasis	19/77	3.771719243569e-12	1.01836419576363e-10	9.98284033338781	262.583542734108	TGFB2;EEF1A1;HLA-DQB1;HLA-DRA;NCF1;PTPN6;RELA;HLA-DOB;HLA-DQA2;HLA-DOA;HLA-DQA1;HLA-DRB5;IFNGR2;CYBB;HLA-DPB1;HLA-DRB1;HLA-DMB;HLA-DPA1;HLA-DMA	9	KEGG_2021_Human
Viral myocarditis	17/60	4.52741870253181e-12	1.10016274471523e-10	12.0192272477568	313.952662363215	CAV1;HLA-DQB1;HLA-DRA;CD40;HLA-DOB;HLA-DQA2;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-A;HLA-B;HLA-E;HLA-DPB1;HLA-DRB1;HLA-DMB;HLA-DPA1;HLA-DMA	10	KEGG_2021_Human
